zip,state,enroll
66517,Kansas,*
66518,Kansas,*
66520,Kansas,*
66521,Kansas,*
66522,Kansas,*
66523,Kansas,70
66524,Kansas,*
66526,Kansas,*
66527,Kansas,*
66528,Kansas,*
66531,Kansas,*
66532,Kansas,*
66533,Kansas,*
66534,Kansas,*
66535,Kansas,*
66536,Kansas,*
66537,Kansas,*
66538,Kansas,*
66539,Kansas,*
66540,Kansas,*
66541,Kansas,*
66542,Kansas,*
66543,Kansas,*
66544,Kansas,*
66546,Kansas,*
66547,Kansas,109
66548,Kansas,*
66549,Kansas,*
66550,Kansas,*
66552,Kansas,*
66554,Kansas,*
66601,Kansas,*
66603,Kansas,*
66604,Kansas,509
66605,Kansas,335
66606,Kansas,226
66607,Kansas,172
66608,Kansas,108
66609,Kansas,120
66610,Kansas,129
66611,Kansas,228
66612,Kansas,64
66614,Kansas,570
66615,Kansas,63
66616,Kansas,130
66617,Kansas,136
66618,Kansas,137
66619,Kansas,57
66620,Kansas,*
66621,Kansas,*
66622,Kansas,*
66624,Kansas,*
66625,Kansas,*
66626,Kansas,*
66629,Kansas,*
66636,Kansas,*
66647,Kansas,*
66667,Kansas,*
66675,Kansas,*
66683,Kansas,*
66699,Kansas,*
66701,Kansas,228
66710,Kansas,*
66711,Kansas,*
66712,Kansas,*
66713,Kansas,62
66714,Kansas,*
66716,Kansas,*
66717,Kansas,*
66720,Kansas,191
66724,Kansas,*
66725,Kansas,81
66728,Kansas,*
66732,Kansas,*
66733,Kansas,*
66734,Kansas,*
66735,Kansas,*
66736,Kansas,64
66738,Kansas,*
66739,Kansas,80
66740,Kansas,*
66741,Kansas,*
66742,Kansas,*
66743,Kansas,*
66746,Kansas,*
66748,Kansas,*
66749,Kansas,157
66751,Kansas,*
66753,Kansas,*
66754,Kansas,*
66755,Kansas,*
66756,Kansas,*
66757,Kansas,*
66758,Kansas,*
66759,Kansas,*
66760,Kansas,*
66761,Kansas,*
66762,Kansas,304
66763,Kansas,*
66767,Kansas,*
66769,Kansas,*
66770,Kansas,*
66771,Kansas,*
66772,Kansas,*
66773,Kansas,*
66775,Kansas,*
66776,Kansas,*
66777,Kansas,*
66778,Kansas,*
66779,Kansas,*
66780,Kansas,*
66781,Kansas,*
66782,Kansas,*
66783,Kansas,62
66801,Kansas,676
66830,Kansas,*
66833,Kansas,*
66834,Kansas,*
66835,Kansas,*
66838,Kansas,*
66839,Kansas,55
66840,Kansas,*
66842,Kansas,*
66843,Kansas,*
66845,Kansas,*
66846,Kansas,90
66849,Kansas,*
66850,Kansas,*
66851,Kansas,*
66852,Kansas,*
66853,Kansas,*
66854,Kansas,*
66855,Kansas,*
66856,Kansas,*
66857,Kansas,*
66858,Kansas,*
66859,Kansas,*
66860,Kansas,*
66861,Kansas,*
66862,Kansas,*
66863,Kansas,*
66864,Kansas,*
66865,Kansas,*
66866,Kansas,*
66868,Kansas,*
66869,Kansas,*
66870,Kansas,*
66871,Kansas,*
66872,Kansas,*
66873,Kansas,*
66901,Kansas,105
66930,Kansas,*
66932,Kansas,*
66933,Kansas,*
66935,Kansas,*
66936,Kansas,*
66937,Kansas,*
66938,Kansas,*
66939,Kansas,*
66940,Kansas,*
66941,Kansas,*
66942,Kansas,*
66943,Kansas,*
66944,Kansas,*
66945,Kansas,*
66946,Kansas,*
66948,Kansas,*
66949,Kansas,*
66951,Kansas,*
66952,Kansas,*
66953,Kansas,*
66955,Kansas,*
66956,Kansas,*
66958,Kansas,*
66959,Kansas,*
66960,Kansas,*
66961,Kansas,*
66962,Kansas,*
66963,Kansas,*
66964,Kansas,*
66966,Kansas,*
66967,Kansas,55
66968,Kansas,*
66970,Kansas,*
67001,Kansas,*
67002,Kansas,184
67003,Kansas,*
67004,Kansas,*
67005,Kansas,246
67008,Kansas,*
67009,Kansas,*
67010,Kansas,229
67012,Kansas,*
67013,Kansas,56
67016,Kansas,*
67017,Kansas,*
67018,Kansas,*
67019,Kansas,*
67020,Kansas,*
67021,Kansas,*
67022,Kansas,*
67023,Kansas,*
67024,Kansas,*
67025,Kansas,*
67026,Kansas,*
67028,Kansas,*
67029,Kansas,*
67030,Kansas,*
67031,Kansas,*
67035,Kansas,*
67036,Kansas,*
67037,Kansas,381
67038,Kansas,*
67039,Kansas,*
67041,Kansas,*
67042,Kansas,248
67045,Kansas,58
67047,Kansas,*
67049,Kansas,*
67050,Kansas,*
67051,Kansas,*
67052,Kansas,138
67053,Kansas,*
67054,Kansas,*
67055,Kansas,*
67056,Kansas,*
67057,Kansas,*
67058,Kansas,*
67059,Kansas,*
67060,Kansas,193
67061,Kansas,*
67062,Kansas,*
67063,Kansas,72
67065,Kansas,*
67066,Kansas,*
67067,Kansas,*
67068,Kansas,83
67070,Kansas,*
67071,Kansas,*
67072,Kansas,*
67073,Kansas,*
67074,Kansas,*
67101,Kansas,96
67102,Kansas,*
67103,Kansas,*
67104,Kansas,*
67105,Kansas,*
67106,Kansas,*
67107,Kansas,*
67108,Kansas,*
67109,Kansas,*
67110,Kansas,138
67111,Kansas,*
67112,Kansas,*
67114,Kansas,358
67117,Kansas,*
67118,Kansas,*
67119,Kansas,*
67120,Kansas,*
67122,Kansas,*
67123,Kansas,*
67124,Kansas,113
67127,Kansas,*
67131,Kansas,*
67132,Kansas,*
67133,Kansas,71
67134,Kansas,*
67135,Kansas,51
67137,Kansas,*
67138,Kansas,*
67140,Kansas,*
67142,Kansas,*
67143,Kansas,*
67144,Kansas,*
67146,Kansas,*
67147,Kansas,159
67149,Kansas,*
67150,Kansas,*
67151,Kansas,*
67152,Kansas,162
67154,Kansas,*
67155,Kansas,*
67156,Kansas,255
67159,Kansas,*
67201,Kansas,*
67202,Kansas,*
67203,Kansas,724
67204,Kansas,443
67205,Kansas,242
67206,Kansas,267
67207,Kansas,649
67208,Kansas,468
67209,Kansas,272
67210,Kansas,125
67211,Kansas,471
67212,Kansas,788
67213,Kansas,452
67214,Kansas,350
67215,Kansas,92
67216,Kansas,466
67217,Kansas,588
67218,Kansas,548
67219,Kansas,180
67220,Kansas,306
67221,Kansas,*
67223,Kansas,*
67226,Kansas,339
67227,Kansas,*
67228,Kansas,*
67230,Kansas,164
67232,Kansas,*
67235,Kansas,187
67260,Kansas,*
67275,Kansas,*
67276,Kansas,*
67277,Kansas,*
67278,Kansas,*
67301,Kansas,231
67330,Kansas,*
67332,Kansas,*
67333,Kansas,*
67334,Kansas,*
67335,Kansas,*
67336,Kansas,*
67337,Kansas,151
67340,Kansas,*
67341,Kansas,*
67342,Kansas,*
67344,Kansas,*
67345,Kansas,*
67346,Kansas,*
67347,Kansas,*
67349,Kansas,*
67351,Kansas,*
67352,Kansas,*
67353,Kansas,*
67354,Kansas,*
67355,Kansas,*
67356,Kansas,*
67357,Kansas,175
67360,Kansas,*
67361,Kansas,*
67363,Kansas,*
67364,Kansas,*
67401,Kansas,1011
67402,Kansas,*
67410,Kansas,206
67416,Kansas,*
67417,Kansas,*
67418,Kansas,*
67420,Kansas,75
67422,Kansas,*
67423,Kansas,*
67425,Kansas,*
67427,Kansas,*
67428,Kansas,*
67430,Kansas,*
67431,Kansas,*
67432,Kansas,92
67436,Kansas,*
67437,Kansas,*
67438,Kansas,*
67439,Kansas,*
67441,Kansas,*
67442,Kansas,*
67443,Kansas,*
67444,Kansas,*
67445,Kansas,*
67446,Kansas,*
67447,Kansas,*
67448,Kansas,*
67449,Kansas,*
67450,Kansas,*
67451,Kansas,*
67452,Kansas,*
67454,Kansas,*
67455,Kansas,*
67456,Kansas,81
67457,Kansas,*
67458,Kansas,*
67459,Kansas,*
67460,Kansas,254
67464,Kansas,*
67466,Kansas,*
67467,Kansas,*
67468,Kansas,*
67470,Kansas,*
67473,Kansas,*
67474,Kansas,*
67475,Kansas,*
67476,Kansas,*
67478,Kansas,*
67480,Kansas,*
67481,Kansas,*
67482,Kansas,*
67483,Kansas,*
67484,Kansas,*
67485,Kansas,*
67487,Kansas,*
67490,Kansas,*
67491,Kansas,*
67492,Kansas,*
67501,Kansas,476
67502,Kansas,413
67504,Kansas,*
67505,Kansas,*
67510,Kansas,*
67511,Kansas,*
67512,Kansas,*
67513,Kansas,*
67514,Kansas,*
67515,Kansas,*
67516,Kansas,*
67518,Kansas,*
67519,Kansas,*
67520,Kansas,*
67521,Kansas,*
67522,Kansas,*
67523,Kansas,*
67524,Kansas,*
67525,Kansas,*
67526,Kansas,63
67529,Kansas,*
67530,Kansas,256
67543,Kansas,*
67544,Kansas,*
67545,Kansas,*
67546,Kansas,*
67547,Kansas,*
67548,Kansas,*
67550,Kansas,101
67552,Kansas,*
67553,Kansas,*
67554,Kansas,*
67556,Kansas,*
67557,Kansas,*
67559,Kansas,*
67560,Kansas,*
67561,Kansas,*
67563,Kansas,*
67564,Kansas,*
67565,Kansas,*
67566,Kansas,*
67567,Kansas,*
67568,Kansas,*
67570,Kansas,*
67572,Kansas,*
67573,Kansas,*
67574,Kansas,*
67575,Kansas,*
67576,Kansas,*
67578,Kansas,*
67579,Kansas,55
67581,Kansas,*
67583,Kansas,*
67584,Kansas,*
67585,Kansas,*
67601,Kansas,362
67621,Kansas,*
67622,Kansas,*
67623,Kansas,*
67625,Kansas,*
67626,Kansas,*
67627,Kansas,*
67628,Kansas,*
67629,Kansas,*
67631,Kansas,*
67632,Kansas,*
67634,Kansas,*
67635,Kansas,*
67637,Kansas,*
67638,Kansas,*
67639,Kansas,*
67640,Kansas,*
67642,Kansas,*
67643,Kansas,*
67644,Kansas,*
67645,Kansas,*
67646,Kansas,*
67647,Kansas,*
67648,Kansas,*
67649,Kansas,*
67650,Kansas,*
67651,Kansas,*
67653,Kansas,*
67654,Kansas,67
67656,Kansas,*
67657,Kansas,*
67658,Kansas,*
67659,Kansas,*
67660,Kansas,*
67661,Kansas,70
67663,Kansas,*
67664,Kansas,*
67665,Kansas,95
67667,Kansas,*
67669,Kansas,*
67671,Kansas,*
67672,Kansas,*
67673,Kansas,*
67674,Kansas,*
67675,Kansas,*
67701,Kansas,119
67730,Kansas,*
67731,Kansas,*
67732,Kansas,*
67733,Kansas,*
67734,Kansas,*
67735,Kansas,81
67736,Kansas,*
67737,Kansas,*
67738,Kansas,*
67739,Kansas,*
67740,Kansas,*
67741,Kansas,*
67743,Kansas,*
67744,Kansas,*
67745,Kansas,*
67747,Kansas,*
67748,Kansas,*
67749,Kansas,59
67751,Kansas,*
67752,Kansas,*
67753,Kansas,*
67756,Kansas,*
67757,Kansas,*
67758,Kansas,*
67761,Kansas,*
67762,Kansas,*
67764,Kansas,*
67801,Kansas,387
67831,Kansas,*
67834,Kansas,*
67835,Kansas,*
67836,Kansas,*
67837,Kansas,*
67838,Kansas,*
67839,Kansas,*
67840,Kansas,*
67841,Kansas,*
67842,Kansas,*
67843,Kansas,*
67844,Kansas,*
67846,Kansas,562
67849,Kansas,*
67850,Kansas,*
67851,Kansas,*
67853,Kansas,*
67854,Kansas,*
67855,Kansas,*
67857,Kansas,*
67859,Kansas,*
67860,Kansas,*
67861,Kansas,*
67862,Kansas,*
67863,Kansas,*
67864,Kansas,*
67865,Kansas,*
67867,Kansas,*
67868,Kansas,*
67869,Kansas,*
67870,Kansas,*
67871,Kansas,68
67876,Kansas,*
67877,Kansas,*
67878,Kansas,*
67879,Kansas,*
67880,Kansas,85
67882,Kansas,*
67901,Kansas,238
67905,Kansas,*
67950,Kansas,*
67951,Kansas,*
67952,Kansas,*
67953,Kansas,*
67954,Kansas,*
68001,Nebraska,*
68002,Nebraska,69
68003,Nebraska,134
68004,Nebraska,*
68005,Nebraska,421
68007,Nebraska,175
68008,Nebraska,244
68009,Nebraska,*
68010,Nebraska,*
68014,Nebraska,*
68015,Nebraska,*
68016,Nebraska,*
68017,Nebraska,*
68018,Nebraska,*
68019,Nebraska,*
68020,Nebraska,*
68022,Nebraska,408
68023,Nebraska,*
68025,Nebraska,686
68026,Nebraska,*
68028,Nebraska,214
68029,Nebraska,*
68030,Nebraska,*
68031,Nebraska,*
68033,Nebraska,*
68034,Nebraska,*
68036,Nebraska,*
68037,Nebraska,*
68038,Nebraska,58
68039,Nebraska,*
68040,Nebraska,*
68041,Nebraska,*
68042,Nebraska,*
68044,Nebraska,*
68045,Nebraska,*
68046,Nebraska,381
68047,Nebraska,*
68048,Nebraska,253
68050,Nebraska,*
68055,Nebraska,*
68056,Nebraska,*
68057,Nebraska,*
68058,Nebraska,*
68059,Nebraska,52
68061,Nebraska,65
68062,Nebraska,*
68063,Nebraska,*
68064,Nebraska,83
68065,Nebraska,*
68066,Nebraska,189
68067,Nebraska,*
68068,Nebraska,*
68069,Nebraska,67
68070,Nebraska,*
68071,Nebraska,*
68072,Nebraska,*
68073,Nebraska,*
68101,Nebraska,*
68102,Nebraska,129
68103,Nebraska,*
68104,Nebraska,916
68105,Nebraska,526
68106,Nebraska,579
68107,Nebraska,639
68108,Nebraska,340
68109,Nebraska,*
68110,Nebraska,179
68111,Nebraska,509
68112,Nebraska,271
68113,Nebraska,*
68114,Nebraska,441
68116,Nebraska,483
68117,Nebraska,172
68118,Nebraska,136
68119,Nebraska,*
68120,Nebraska,*
68122,Nebraska,227
68123,Nebraska,385
68124,Nebraska,322
68127,Nebraska,497
68128,Nebraska,429
68130,Nebraska,304
68131,Nebraska,360
68132,Nebraska,403
68133,Nebraska,166
68134,Nebraska,787
68135,Nebraska,508
68136,Nebraska,236
68137,Nebraska,568
68138,Nebraska,275
68139,Nebraska,*
68142,Nebraska,62
68144,Nebraska,692
68145,Nebraska,*
68147,Nebraska,189
68152,Nebraska,134
68154,Nebraska,437
68155,Nebraska,*
68157,Nebraska,109
68164,Nebraska,657
68172,Nebraska,*
68175,Nebraska,*
68176,Nebraska,*
68178,Nebraska,*
68179,Nebraska,*
68180,Nebraska,*
68182,Nebraska,*
68183,Nebraska,*
68197,Nebraska,*
68198,Nebraska,*
68301,Nebraska,59
68303,Nebraska,*
68304,Nebraska,*
68305,Nebraska,60
68307,Nebraska,*
68309,Nebraska,*
68310,Nebraska,305
68313,Nebraska,*
68314,Nebraska,*
68315,Nebraska,*
68316,Nebraska,*
68317,Nebraska,*
68318,Nebraska,*
68319,Nebraska,*
68320,Nebraska,*
68321,Nebraska,*
68322,Nebraska,*
68323,Nebraska,*
68324,Nebraska,*
68325,Nebraska,*
68326,Nebraska,*
68327,Nebraska,*
68328,Nebraska,*
68329,Nebraska,*
68330,Nebraska,*
68331,Nebraska,*
68332,Nebraska,*
68333,Nebraska,94
68335,Nebraska,*
68336,Nebraska,*
68337,Nebraska,*
68338,Nebraska,*
68339,Nebraska,*
68340,Nebraska,*
68341,Nebraska,*
68342,Nebraska,*
68343,Nebraska,*
68344,Nebraska,*
68345,Nebraska,*
68346,Nebraska,*
68347,Nebraska,*
68348,Nebraska,*
68349,Nebraska,*
68350,Nebraska,*
68351,Nebraska,*
68352,Nebraska,93
68354,Nebraska,*
68355,Nebraska,109
68357,Nebraska,*
68358,Nebraska,53
68359,Nebraska,*
68360,Nebraska,*
68361,Nebraska,62
68362,Nebraska,*
68364,Nebraska,*
68365,Nebraska,*
68366,Nebraska,*
68367,Nebraska,*
68368,Nebraska,*
68370,Nebraska,*
68371,Nebraska,*
68372,Nebraska,68
68375,Nebraska,*
68376,Nebraska,*
68377,Nebraska,*
68378,Nebraska,*
68379,Nebraska,*
68380,Nebraska,*
68381,Nebraska,*
68382,Nebraska,*
68401,Nebraska,*
68402,Nebraska,*
68403,Nebraska,*
68404,Nebraska,*
68405,Nebraska,74
68406,Nebraska,*
68407,Nebraska,*
68409,Nebraska,*
68410,Nebraska,155
68413,Nebraska,*
68414,Nebraska,*
68415,Nebraska,*
68416,Nebraska,*
68417,Nebraska,*
68418,Nebraska,*
68419,Nebraska,*
68420,Nebraska,*
68421,Nebraska,*
68422,Nebraska,*
68423,Nebraska,*
68424,Nebraska,*
68428,Nebraska,*
68429,Nebraska,*
68430,Nebraska,*
68431,Nebraska,*
68433,Nebraska,*
68434,Nebraska,198
68436,Nebraska,*
68437,Nebraska,*
68438,Nebraska,*
68439,Nebraska,*
68440,Nebraska,*
68441,Nebraska,*
68442,Nebraska,*
68443,Nebraska,*
68444,Nebraska,*
68445,Nebraska,*
68446,Nebraska,56
68447,Nebraska,*
68448,Nebraska,*
68450,Nebraska,*
68452,Nebraska,*
68453,Nebraska,*
68454,Nebraska,*
68455,Nebraska,*
68456,Nebraska,*
68457,Nebraska,*
68458,Nebraska,*
68460,Nebraska,*
68461,Nebraska,*
68462,Nebraska,74
68463,Nebraska,*
68464,Nebraska,*
68465,Nebraska,*
68466,Nebraska,*
68467,Nebraska,188
68501,Nebraska,*
68502,Nebraska,731
68503,Nebraska,354
68504,Nebraska,356
68505,Nebraska,366
68506,Nebraska,673
68507,Nebraska,303
68508,Nebraska,216
68509,Nebraska,*
68510,Nebraska,552
68512,Nebraska,227
68514,Nebraska,*
68516,Nebraska,759
68517,Nebraska,*
68520,Nebraska,*
68521,Nebraska,682
68522,Nebraska,250
68523,Nebraska,*
68524,Nebraska,91
68526,Nebraska,91
68527,Nebraska,*
68528,Nebraska,118
68529,Nebraska,*
68531,Nebraska,*
68532,Nebraska,*
68542,Nebraska,*
68583,Nebraska,*
68588,Nebraska,*
68601,Nebraska,581
68602,Nebraska,*
68620,Nebraska,117
68621,Nebraska,*
68622,Nebraska,*
68623,Nebraska,*
68624,Nebraska,*
68626,Nebraska,*
68627,Nebraska,*
68628,Nebraska,*
68629,Nebraska,*
68631,Nebraska,*
68632,Nebraska,85
68633,Nebraska,52
68634,Nebraska,*
68635,Nebraska,*
68636,Nebraska,*
68637,Nebraska,*
68638,Nebraska,51
68640,Nebraska,*
68641,Nebraska,*
68642,Nebraska,*
68643,Nebraska,*
68644,Nebraska,*
68647,Nebraska,*
68648,Nebraska,*
68649,Nebraska,62
68651,Nebraska,*
68652,Nebraska,*
68653,Nebraska,*
68654,Nebraska,*
68655,Nebraska,*
68658,Nebraska,*
68659,Nebraska,*
68660,Nebraska,*
68661,Nebraska,84
68662,Nebraska,*
68663,Nebraska,*
68664,Nebraska,*
68665,Nebraska,60
68666,Nebraska,*
68667,Nebraska,*
68669,Nebraska,*
68701,Nebraska,735
68702,Nebraska,*
68710,Nebraska,*
68711,Nebraska,*
68713,Nebraska,168
68714,Nebraska,79
68715,Nebraska,51
68716,Nebraska,*
68717,Nebraska,*
68718,Nebraska,52
68719,Nebraska,*
68720,Nebraska,*
68722,Nebraska,*
68723,Nebraska,*
68724,Nebraska,*
68725,Nebraska,*
68726,Nebraska,*
68727,Nebraska,*
68728,Nebraska,*
68729,Nebraska,127
68730,Nebraska,53
68731,Nebraska,*
68732,Nebraska,*
68733,Nebraska,*
68734,Nebraska,*
68735,Nebraska,*
68736,Nebraska,*
68738,Nebraska,*
68739,Nebraska,84
68740,Nebraska,*
68741,Nebraska,*
68742,Nebraska,*
68743,Nebraska,*
68745,Nebraska,*
68746,Nebraska,*
68747,Nebraska,*
68748,Nebraska,55
68749,Nebraska,*
68751,Nebraska,*
68752,Nebraska,*
68753,Nebraska,*
68755,Nebraska,*
68756,Nebraska,53
68757,Nebraska,*
68758,Nebraska,58
68759,Nebraska,*
68760,Nebraska,*
68761,Nebraska,*
68763,Nebraska,217
68764,Nebraska,*
68765,Nebraska,*
68766,Nebraska,*
68767,Nebraska,73
68768,Nebraska,*
68769,Nebraska,56
68770,Nebraska,*
68771,Nebraska,56
68773,Nebraska,*
68774,Nebraska,*
68776,Nebraska,261
68777,Nebraska,*
68778,Nebraska,*
68779,Nebraska,81
68780,Nebraska,69
68781,Nebraska,*
68783,Nebraska,77
68784,Nebraska,*
68785,Nebraska,*
68786,Nebraska,*
68787,Nebraska,69
68788,Nebraska,140
68789,Nebraska,*
68790,Nebraska,*
68791,Nebraska,59
68792,Nebraska,*
68801,Nebraska,573
68802,Nebraska,*
68803,Nebraska,414
68810,Nebraska,*
68812,Nebraska,*
68813,Nebraska,*
68814,Nebraska,*
68815,Nebraska,52
68816,Nebraska,*
68817,Nebraska,*
68818,Nebraska,116
68820,Nebraska,*
68821,Nebraska,*
68822,Nebraska,157
68823,Nebraska,202
68824,Nebraska,*
68825,Nebraska,*
68826,Nebraska,77
68827,Nebraska,*
68828,Nebraska,*
68831,Nebraska,*
68832,Nebraska,53
68833,Nebraska,*
68834,Nebraska,*
68835,Nebraska,*
68836,Nebraska,56
68837,Nebraska,*
68838,Nebraska,*
68840,Nebraska,66
68841,Nebraska,*
68842,Nebraska,*
68843,Nebraska,*
68844,Nebraska,*
68845,Nebraska,387
68846,Nebraska,*
68847,Nebraska,392
68848,Nebraska,*
68849,Nebraska,*
68850,Nebraska,145
68852,Nebraska,*
68853,Nebraska,*
68854,Nebraska,*
68855,Nebraska,*
68856,Nebraska,*
68858,Nebraska,*
68859,Nebraska,*
68860,Nebraska,*
68861,Nebraska,*
68862,Nebraska,133
68863,Nebraska,*
68864,Nebraska,*
68865,Nebraska,*
68866,Nebraska,*
68869,Nebraska,81
68870,Nebraska,*
68871,Nebraska,*
68872,Nebraska,*
68873,Nebraska,67
68874,Nebraska,68
68875,Nebraska,*
68876,Nebraska,*
68878,Nebraska,*
68879,Nebraska,*
68881,Nebraska,*
68882,Nebraska,*
68883,Nebraska,55
68901,Nebraska,616
68902,Nebraska,*
68920,Nebraska,54
68922,Nebraska,*
68923,Nebraska,*
68924,Nebraska,*
68925,Nebraska,*
68926,Nebraska,*
68927,Nebraska,*
68928,Nebraska,*
68929,Nebraska,*
68930,Nebraska,*
68932,Nebraska,*
68933,Nebraska,*
68934,Nebraska,*
68935,Nebraska,*
68936,Nebraska,*
68937,Nebraska,*
68938,Nebraska,*
68939,Nebraska,*
68940,Nebraska,*
68941,Nebraska,*
68942,Nebraska,*
68943,Nebraska,*
68944,Nebraska,52
68945,Nebraska,*
68946,Nebraska,*
68947,Nebraska,*
68948,Nebraska,*
68949,Nebraska,154
68950,Nebraska,*
68952,Nebraska,*
68954,Nebraska,*
68955,Nebraska,*
68956,Nebraska,*
68957,Nebraska,*
68958,Nebraska,*
68959,Nebraska,117
68960,Nebraska,*
68961,Nebraska,*
68964,Nebraska,*
68966,Nebraska,*
68967,Nebraska,*
68969,Nebraska,*
68970,Nebraska,*
68971,Nebraska,*
68972,Nebraska,*
68973,Nebraska,*
68974,Nebraska,*
68975,Nebraska,*
68976,Nebraska,*
68977,Nebraska,*
68978,Nebraska,90
68979,Nebraska,*
68980,Nebraska,*
68981,Nebraska,*
68982,Nebraska,*
69001,Nebraska,171
69020,Nebraska,*
69021,Nebraska,57
69022,Nebraska,*
69023,Nebraska,*
69024,Nebraska,*
69025,Nebraska,*
69026,Nebraska,*
69027,Nebraska,*
69028,Nebraska,*
69029,Nebraska,*
69030,Nebraska,*
69032,Nebraska,*
69033,Nebraska,59
69034,Nebraska,*
69036,Nebraska,*
69037,Nebraska,*
69038,Nebraska,*
69039,Nebraska,*
69040,Nebraska,*
69041,Nebraska,*
69042,Nebraska,*
69043,Nebraska,*
69044,Nebraska,*
69045,Nebraska,*
69046,Nebraska,*
69101,Nebraska,538
69103,Nebraska,*
69120,Nebraska,*
69121,Nebraska,*
69122,Nebraska,*
69123,Nebraska,*
69125,Nebraska,*
69127,Nebraska,*
69128,Nebraska,*
69129,Nebraska,*
69130,Nebraska,112
69131,Nebraska,*
69132,Nebraska,*
69133,Nebraska,*
69134,Nebraska,*
69135,Nebraska,*
69138,Nebraska,123
69140,Nebraska,113
69141,Nebraska,*
69142,Nebraska,*
69143,Nebraska,*
69144,Nebraska,*
69145,Nebraska,71
69146,Nebraska,*
69147,Nebraska,*
69148,Nebraska,*
69149,Nebraska,*
69150,Nebraska,*
69151,Nebraska,*
69152,Nebraska,*
69153,Nebraska,171
69154,Nebraska,84
69155,Nebraska,*
69156,Nebraska,*
69157,Nebraska,*
69160,Nebraska,*
69161,Nebraska,*
69162,Nebraska,104
69163,Nebraska,*
69165,Nebraska,*
69166,Nebraska,65
69167,Nebraska,*
69168,Nebraska,*
69169,Nebraska,*
69170,Nebraska,*
69171,Nebraska,*
69190,Nebraska,*
69201,Nebraska,169
69210,Nebraska,*
69211,Nebraska,*
69212,Nebraska,*
69214,Nebraska,*
69216,Nebraska,*
69217,Nebraska,*
69218,Nebraska,*
69219,Nebraska,*
69220,Nebraska,*
69221,Nebraska,*
69301,Nebraska,264
69331,Nebraska,*
69333,Nebraska,*
69334,Nebraska,78
69335,Nebraska,*
69336,Nebraska,98
69337,Nebraska,133
69339,Nebraska,*
69340,Nebraska,*
69341,Nebraska,365
69343,Nebraska,75
69345,Nebraska,*
69346,Nebraska,*
69347,Nebraska,*
69348,Nebraska,*
69350,Nebraska,*
69351,Nebraska,*
69352,Nebraska,*
69353,Nebraska,*
69354,Nebraska,*
69355,Nebraska,*
69356,Nebraska,57
69357,Nebraska,156
69358,Nebraska,79
69360,Nebraska,*
69361,Nebraska,713
69363,Nebraska,*
69365,Nebraska,*
69366,Nebraska,*
69367,Nebraska,*
70001,Louisiana,1157
70002,Louisiana,740
70003,Louisiana,1448
70004,Louisiana,*
70005,Louisiana,767
70006,Louisiana,618
70009,Louisiana,*
70010,Louisiana,*
70011,Louisiana,*
70030,Louisiana,77
70031,Louisiana,*
70032,Louisiana,147
70033,Louisiana,*
70036,Louisiana,*
70037,Louisiana,257
70038,Louisiana,*
70039,Louisiana,75
70040,Louisiana,*
70041,Louisiana,177
70043,Louisiana,508
70044,Louisiana,*
70047,Louisiana,248
70049,Louisiana,67
70050,Louisiana,*
70051,Louisiana,*
70052,Louisiana,67
70053,Louisiana,489
70054,Louisiana,*
70055,Louisiana,*
70056,Louisiana,1611
70057,Louisiana,78
70058,Louisiana,1605
70059,Louisiana,*
70060,Louisiana,*
70062,Louisiana,598
70063,Louisiana,*
70064,Louisiana,*
70065,Louisiana,2033
70067,Louisiana,74
70068,Louisiana,805
70069,Louisiana,*
70070,Louisiana,199
70071,Louisiana,68
70072,Louisiana,1649
70073,Louisiana,*
70075,Louisiana,102
70076,Louisiana,*
70078,Louisiana,*
70079,Louisiana,*
70080,Louisiana,*
70081,Louisiana,*
70082,Louisiana,*
70083,Louisiana,51
70084,Louisiana,142
70085,Louisiana,117
70086,Louisiana,84
70087,Louisiana,239
70090,Louisiana,165
70091,Louisiana,*
70092,Louisiana,159
70093,Louisiana,*
70094,Louisiana,954
70096,Louisiana,*
70097,Louisiana,*
70112,Louisiana,101
70113,Louisiana,241
70114,Louisiana,686
70115,Louisiana,1255
70116,Louisiana,616
70117,Louisiana,1342
70118,Louisiana,1063
70119,Louisiana,1663
70121,Louisiana,379
70122,Louisiana,1071
70123,Louisiana,683
70124,Louisiana,509
70125,Louisiana,534
70126,Louisiana,856
70127,Louisiana,674
70128,Louisiana,711
70129,Louisiana,460
70130,Louisiana,675
70131,Louisiana,720
70139,Louisiana,*
70141,Louisiana,*
70142,Louisiana,*
70143,Louisiana,*
70145,Louisiana,*
70146,Louisiana,*
70148,Louisiana,*
70150,Louisiana,*
70151,Louisiana,*
70152,Louisiana,*
70153,Louisiana,*
70154,Louisiana,*
70156,Louisiana,*
70157,Louisiana,*
70158,Louisiana,*
70159,Louisiana,*
70160,Louisiana,*
70161,Louisiana,*
70162,Louisiana,*
70163,Louisiana,*
70164,Louisiana,*
70165,Louisiana,*
70166,Louisiana,*
70167,Louisiana,*
70170,Louisiana,*
70172,Louisiana,*
70174,Louisiana,*
70175,Louisiana,*
70176,Louisiana,*
70177,Louisiana,*
70178,Louisiana,*
70179,Louisiana,*
70181,Louisiana,*
70182,Louisiana,*
70183,Louisiana,*
70184,Louisiana,*
70185,Louisiana,*
70186,Louisiana,*
70187,Louisiana,*
70189,Louisiana,*
70190,Louisiana,*
70195,Louisiana,*
70301,Louisiana,659
70302,Louisiana,*
70310,Louisiana,*
